Detected IPython. Loading juliacall extension. See https://juliapy.github.io/PythonCall.jl/stable/compat/#IPython
Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[HYBRID] warm-start from checkpoint/final_PPO_bus5_T_0_0__I__1776174124_47043_45000000.tar: {'mode': 'soft', 'n_samples': 10080, 'n_actions': 50, 'n_leaves': 16, 'max_depth': 8, 'fidelity': 0.8369047619047619, 'weighted_fidelity': 0.94725714188903, 'curated': False, 'dagger_rounds': 0}
[DTPO] deterministic eval on 20 fixed chronics (of 20): ids=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[DTPO] it=1/150 step=9999 J_new=0.0094 kept mode=full leaves=16 survival=0.47% best=0.47% std=1.3%
[DTPO] it=2/150 step=19998 J_new=0.0334 kept mode=full leaves=16 survival=5.09% best=5.09% std=0.2%
[DTPO] it=3/150 step=29997 J_new=0.0369 kept mode=full leaves=16 survival=5.10% best=5.10% std=0.2%
[DTPO] it=4/150 step=39996 J_new=0.0351 kept mode=full leaves=16 survival=5.05% best=5.10% std=21.8%
[DTPO] it=5/150 step=49995 J_new=0.0276 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=6/150 step=59994 J_new=0.0140 kept mode=full leaves=16 survival=95.19% best=100.00% std=21.0%
[DTPO] it=7/150 step=69993 J_new=0.0046 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=8/150 step=79992 J_new=0.0023 kept mode=full leaves=16 survival=36.16% best=100.00% std=46.9%
[DTPO] it=9/150 step=89991 J_new=0.0095 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=10/150 step=99990 J_new=0.0050 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=11/150 step=109989 J_new=0.0069 kept mode=full leaves=16 survival=4.70% best=100.00% std=2.3%
[DTPO] it=12/150 step=119988 J_new=0.0121 kept mode=full leaves=16 survival=46.19% best=100.00% std=48.7%
[DTPO] it=13/150 step=129987 J_new=0.0039 kept mode=full leaves=16 survival=65.70% best=100.00% std=46.8%
[DTPO] it=14/150 step=139986 J_new=0.0051 kept mode=full leaves=16 survival=5.66% best=100.00% std=1.0%
[DTPO] it=15/150 step=149985 J_new=0.0048 kept mode=full leaves=16 survival=2.72% best=100.00% std=2.1%
[DTPO] it=16/150 step=159984 J_new=0.0031 kept mode=full leaves=16 survival=1.66% best=100.00% std=2.3%
[DTPO] it=17/150 step=169983 J_new=0.0069 kept mode=full leaves=16 survival=55.28% best=100.00% std=49.4%
[DTPO] it=18/150 step=179982 J_new=0.0002 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=19/150 step=189981 J_new=0.0053 kept mode=full leaves=16 survival=3.23% best=100.00% std=13.0%
[DTPO] it=20/150 step=199980 J_new=0.0063 kept mode=full leaves=16 survival=0.34% best=100.00% std=0.8%
[DTPO] it=21/150 step=209979 J_new=0.0042 kept mode=full leaves=16 survival=80.22% best=100.00% std=39.6%
[DTPO] it=22/150 step=219978 J_new=0.0028 kept mode=full leaves=16 survival=85.20% best=100.00% std=35.2%
[DTPO] it=23/150 step=229977 J_new=0.0030 kept mode=full leaves=16 survival=85.20% best=100.00% std=35.2%
[DTPO] it=24/150 step=239976 J_new=-0.0303 revert mode=full leaves=16 survival=85.20% best=100.00% std=35.2%
[DTPO] it=25/150 step=249975 J_new=0.0016 kept mode=full leaves=16 survival=0.34% best=100.00% std=0.8%
[DTPO] it=26/150 step=259974 J_new=0.0049 kept mode=full leaves=16 survival=0.34% best=100.00% std=0.8%
[DTPO] it=27/150 step=269973 J_new=0.0164 kept mode=full leaves=16 survival=10.26% best=100.00% std=29.9%
[DTPO] it=28/150 step=279972 J_new=0.0025 kept mode=full leaves=16 survival=0.34% best=100.00% std=0.8%
[DTPO] it=29/150 step=289971 J_new=0.0045 kept mode=full leaves=16 survival=5.24% best=100.00% std=21.8%
[DTPO] it=30/150 step=299970 J_new=0.0190 kept mode=full leaves=16 survival=0.57% best=100.00% std=0.7%
[DTPO] it=31/150 step=309969 J_new=0.0071 kept mode=full leaves=16 survival=0.53% best=100.00% std=0.8%
[DTPO] it=32/150 step=319968 J_new=0.0032 kept mode=full leaves=16 survival=80.22% best=100.00% std=39.6%
[DTPO] it=33/150 step=329967 J_new=0.0022 kept mode=full leaves=16 survival=0.34% best=100.00% std=0.1%
[DTPO] it=34/150 step=339966 J_new=0.0052 kept mode=full leaves=16 survival=0.55% best=100.00% std=0.7%
[DTPO] it=35/150 step=349965 J_new=0.0091 kept mode=full leaves=16 survival=11.62% best=100.00% std=0.5%
[DTPO] it=36/150 step=359964 J_new=0.0045 kept mode=full leaves=16 survival=90.18% best=100.00% std=29.5%
[DTPO] it=37/150 step=369963 J_new=0.0062 kept mode=full leaves=16 survival=90.18% best=100.00% std=29.5%
[DTPO] it=38/150 step=379962 J_new=0.0056 kept mode=full leaves=16 survival=90.18% best=100.00% std=29.5%
[DTPO] it=39/150 step=389961 J_new=-0.0058 revert mode=full leaves=16 survival=90.18% best=100.00% std=29.5%
[DTPO] it=40/150 step=399960 J_new=-0.0009 revert mode=full leaves=16 survival=90.18% best=100.00% std=29.5%
[DTPO] it=41/150 step=409959 J_new=0.0011 kept mode=full leaves=16 survival=0.34% best=100.00% std=0.1%
[DTPO] it=42/150 step=419958 J_new=-0.0005 revert mode=full leaves=16 survival=0.34% best=100.00% std=0.1%
[DTPO] it=43/150 step=429957 J_new=0.0002 kept mode=full leaves=16 survival=0.54% best=100.00% std=0.7%
[DTPO] it=44/150 step=439956 J_new=-0.0100 revert mode=full leaves=16 survival=0.54% best=100.00% std=0.7%
[DTPO] it=45/150 step=449955 J_new=0.0052 kept mode=full leaves=16 survival=0.34% best=100.00% std=0.1%
[DTPO] it=46/150 step=459954 J_new=0.0039 kept mode=full leaves=16 survival=2.18% best=100.00% std=1.3%
